Epoch	Reward
1	18.346180564423047
2	3.815475274557407
3	-4.6093000864825155
4	-6.302656516235752
5	-6.161053976096815
6	12.384165588078648
7	12.61034229410831
8	-7.3933558103201475
9	12.236766856528789
10	-0.37137104130364307
11	-0.8651676892936617
12	18.55332414860743
13	-5.611314926802102
14	1.3394484093065344
15	-1.1580046693990678
16	-7.205668402817542
17	7.244063645385545
18	15.805332733671477
19	5.608039087526093
20	-7.284953099814768
22	15.296858097078953
23	44.59838488296966
24	-3.171676395393881
25	-7.064307505477199
26	-5.391286725354205
27	28.261227215262387
28	1.3046659982451576
29	9.977951578290142
30	1.246143794582224
31	0.38462559489326154
32	30.327261188555198
33	-6.465449222115728
34	32.20796473537439
35	-7.846457268500977
36	-2.3817070353956975
37	15.452327462078959
38	-1.2331737642989893
39	13.49161812615765
40	-3.58228487464834
41	-101
43	12.221289325263939
44	-7.662832038747858
45	-3.1746344958285357
46	-9.131434053085716
47	-3.3754024386946337
48	17.75592623234452
49	1.8887864824480065
50	33.040598570522654
51	-7.359271496438933
52	3.5765119059335877
53	5.471974408407847
54	3.92118571098092
55	11.20510244931426
56	-0.9148509201987682
57	23.023884339428072
58	-2.5638800107651294
59	-2.768522028039082
60	0.3281998998034794
61	-5.25171623976881
62	10.744628784286963
64	1.501014352405397
65	-1.9217091588007662
66	16.90965730648686
67	0.873569872656363
68	18.60779080745491
69	23.196944112776762
70	3.5281533991589633
71	-0.6265834599044737
72	6.585087859339087
73	-4.287001511105418
74	-5.149285144346744
75	13.722687128551684
76	41.00119507364033
77	-7.427670687068362
78	34.20170911858769
79	-0.07343232820371348
80	-5.2290297223026005
81	16.566493775068203
82	8.14829040601019
83	16.80116116076371
85	-1.0721119899086844
86	8.763589388451045
87	5.501818877144107
88	35.97019353385448
89	-3.467070983846254
90	0.2168589338465683
91	-10.063235674928869
92	-8.111388684143117
93	28.260490185159526
94	10.479860587906835
95	18.817280987594085
96	7.340086906846945
97	-1.2356224339369142
98	1.708900473711699
99	12.89283441190521
100	16.83977206281252
101	11.359355760225398
102	-6.965827722842322
103	3.1758847166412068
104	-4.788077080313364
106	6.148143211340315
107	-1.916639743493679
108	-7.690340136442789
109	-6.437755731327378
110	-6.070831864690939
111	-3.2525716638910964
112	2.0338606214903336
113	18.528041605419055
114	5.545452298783477
115	-1.3076762298481324
116	29.67995044859871
117	-3.6798186582846455
118	3.679451722403499
119	-3.0338395297415026
120	1.0910587516887222
121	-2.8204286374487983
122	13.299866591780003
123	-5.817306636898236
124	36.95870859691325
125	5.666498646951318
127	-8.424253851993592
128	-0.053988290666023175
129	-5.470752065248564
130	-5.073778504493533
131	6.089707916768557
132	40.28483368134651
133	4.495253128808306
134	11.551692878405635
135	19.507345519280012
136	2.6019366517361107
137	1.377064286888599
138	-5.1771966697116305
139	6.168385731274192
140	-6.026527622799153
141	-7.570261711486424
142	33.78031268016127
143	8.342666250902521
144	4.885290085864391
145	-1.6680117256034688
146	17.715768524923142
148	-101
149	-4.644420628273049
150	-6.761569435618082
151	4.182852356658241
152	-6.9226630248563366
153	3.439419198553633
154	30.109203304731892
155	7.543372544336492
156	32.9711207319035
157	26.724895024763264
158	3.780250823434546
159	18.068390568981048
160	3.911371251409525
161	72.57621747952398
162	38.571050655041525
163	16.79856855185386
164	-8.36637532744386
165	37.293835079739566
166	15.811005004082837
167	58.092606811284156
169	15.235137645578234
170	-4.749851785707969
171	7.321590879598965
172	-4.184523875642217
173	-2.9898870304757823
174	-4.260932542467418
175	-4.853325590741038
176	-101
177	6.667600143308711
178	16.56519300567041
179	-7.906245290169967
180	31.04248847266981
181	36.42153837901239
182	-7.604206426130841
183	-8.545855695253922
184	-5.992741082243879
185	2.6077184495402044
186	16.686063447017602
187	-0.536998953811004
188	17.908276722091422
190	-6.748719204912716
191	29.9480938432216
192	-3.511541641109157
193	-6.685113727943866
194	-3.243911877370598
195	-6.259793537414266
196	-2.7826929643529548
197	33.930168061015515
198	-1.342768342327016
199	-4.761486666088845
200	-3.7376638433141087
201	11.752718327620077
202	-1.229351823296211
203	13.258310533612391
204	-4.391333255992552
205	-4.50795919658438
206	21.53590887481314
207	-9.639892081617491
208	11.747351593464511
209	-4.776787374633996
211	-0.40429182658678187
212	35.78134101568113
213	-5.721597014474735
214	14.663930520486002
215	-0.665225416028127
216	-3.179687169104115
217	-4.637773519226606
218	1.7257951181708258
219	2.8521697124606042
220	25.972484400077853
221	66.32580221398015
222	20.74047694936635
223	1.0439995878311432
224	31.280930321699316
225	7.595279754155914
226	8.33325455451412
227	-2.736603864748
228	3.2328049764829085
229	-6.809567716815854
230	17.507837653103397
232	3.0873169629310837
233	-2.9944087104641204
234	-8.280030541311831
235	-4.279571073222615
236	-1.989651930689691
237	-7.910158044676576
238	-8.502466061397516
239	-6.084894289528156
240	-101
241	-1.3330210444997608
242	30.8053818835201
243	-0.3933939726647715
244	5.11565596897219
245	-4.139707257283892
246	-7.680420459902056
