1	310.2726222899906
2	613.3636052128335
3	107.74678023575537
4	669.0336866224133
5	62.94675950824312
6	174.98761060075944
7	118.5418854902332
8	851.5083045061725
9	81.89801261901408
10	64.33033536474062
11	257.75219709319606
12	258.51133719763175
13	1166.8399336894568
14	259.8595010788984
15	340.13718319407155
16	152.63487250944598
0	55.4497852231103
1	87.89235234635653
2	92.23870666667858
3	189.2190794010927
4	56.90240773389543
5	140.04054812637224
6	61.5896263957444
7	138.17739411307144
0	12.706216879581772
1	89.6579653042964
2	119.52294918621428
3	322.93268706548974
4	108.64740945830543
5	330.6015027708837
0	93.28862620279776
1	118.87316805669458
2	648.9567519280903
3	116.13704553227808
0	12.273913837564931
1	129.63206847037844
2	393.8167212557204
3	101.17493610730016
4	248.2664826033825
5	94.742308951405
6	244.2044028452844
7	530.7566871520847
8	194.79981540501527
9	703.5414036124391
10	171.00666539941284
11	168.17248703508434
12	95.50602209298728
13	163.66745832898562
14	91.54785637893202
15	246.54303160393656
16	423.5296074094852
17	58.64156883826187
18	374.3175274874615
19	819.4345493330043
20	470.40108126942675
21	125.98787693337935
22	150.3959610923904
23	125.01478572158184
24	61.89814933713908
25	105.80593488242478
26	201.25730454014592
27	155.0884246038171
28	69.99701656951615
29	240.88994498542607
30	188.69266395480588
31	252.26704118023827
32	205.68094682046043
33	236.07813166148517
34	186.4361852662638
35	128.2585314184309
36	175.8415187345585
37	188.8979751170034
38	119.90767462290701
39	177.5960633370313
40	142.06389710610367
41	104.05738156508887
42	181.5793611851395
43	188.3295603941494
44	550.4784318884203
45	286.61853200634425
46	123.31774995539459
47	372.1586484853648
48	508.4532012095283
49	113.94936793478922
50	81.24416970561207
51	101.9644170320793
52	144.75000289565082
53	116.50574698904515
54	279.67134508376665
55	181.93897520268084
56	119.7153360245554
57	126.48691355410888
58	331.4681450147308
59	118.20673143605713
60	76.43842095158972
61	148.0167824502968
62	178.53203593996898
63	378.4782409286552
64	201.75767656183157
65	206.1209877207527
66	74.22942654084932
67	266.98398279623865
68	243.15148419991309
69	103.66710637881103
70	783.4845196312846
71	180.96016654306672
72	146.33229669232887
73	230.44894722378353
74	101.87266974585513
75	105.07640085782998
76	424.7130468487499
77	111.20390424913082
78	450.94042480004475
79	184.5822581619637
80	246.0611293404492
81	487.6431984234709
82	102.98563985719069
83	335.9418140585475
84	92.3036224790523
85	157.54021070279254
86	352.2736600865545
87	106.87586379046586
88	367.78212486327845
89	118.23498662105979
90	133.76088971450804
91	157.56786891561566
92	130.30528658799048
93	95.68399724978948
94	195.01509340242262
95	171.55653481106108
96	342.23305676637654
97	643.8226252869999
98	768.3343659249236
99	354.00129745998487
100	103.40006828584274
101	85.5276737749814
102	123.7069786939722
103	324.15348842958787
104	79.11560624371634
105	151.92198845801664
106	363.45424295709637
107	127.75297628337793
108	103.13417092919455
109	104.75517108517582
110	53.16354710531503
111	104.02395817995266
112	122.81375901714418
113	149.75256998095176
114	207.7130619606169
115	88.85792479886133
116	54.573861087968474
117	517.4956859242353
118	326.48897434961646
119	265.14697535156387
120	112.0839168925761
121	219.52383918135558
122	142.90908480778447
123	228.2008181943448
124	72.88103893537676
125	181.69096301378076
126	73.33367608258084
127	93.19627236682267
128	87.51429394055384
129	112.18314006686433
130	75.79843559419348
131	110.33322247976366
132	246.01835393707051
133	60.32732862658654
134	77.56309994398293
135	272.2978802863938
136	84.56931595647363
137	161.66188379999267
138	62.818092800792954
139	185.92320345558346
140	52.64914070077192
141	217.95504685990448
142	83.61228157832892
143	178.22994996900084
